ticket_id,created_date,channel,category,priority,agent,team,first_response_minutes,resolution_hours,status,resolved_date,csat_score,region,country,response_sla_met,resolution_sla_met,month,week,day_of_week,hour_of_day
TKT-000743,2024-12-10 02:00:00,Email,Cancellation Request,Medium,Agent_013,Team_Beta,1.0,25.49422295992411,Escalated,,,Americas,Canada,True,False,2024-12,2024-12-09/2024-12-15,Tuesday,2
TKT-000744,2024-01-10 16:00:00,Chat,Property Question,Low,Agent_025,Team_Gamma,13.451105782807957,51.461870584084565,Escalated,,,EMEA,UAE,True,False,2024-01,2024-01-08/2024-01-14,Wednesday,16
TKT-000745,2024-09-22 11:00:00,Chat,Booking Modification,Low,Agent_016,Team_Beta,215.48525022914143,13.613214624867952,Resolved,2024-09-23 00:36:47.572650,4.0,APAC,Singapore,False,True,2024-09,2024-09-16/2024-09-22,Sunday,11
TKT-000746,2024-06-24 06:00:00,Chat,Cancellation Request,Medium,Agent_008,Team_Alpha,79.67045982809377,42.33341658197828,Resolved,2024-06-26 00:20:00.299695,1.0,APAC,Singapore,False,False,2024-06,2024-06-24/2024-06-30,Monday,6
TKT-000747,2024-11-26 23:00:00,Self-Service,Property Question,Low,Agent_003,Team_Beta,350.2872312760371,48.063032549001676,In Progress,,,APAC,Australia,False,False,2024-11,2024-11-25/2024-12-01,Tuesday,23
TKT-000748,2024-10-14 03:00:00,Email,Payment Issue,Medium,Agent_021,Team_Alpha,37.33181058066742,63.00471031323785,Escalated,,,APAC,Japan,False,False,2024-10,2024-10-14/2024-10-20,Monday,3
TKT-000749,2024-10-07 18:00:00,Email,Refund Request,High,Agent_019,Team_Gamma,29.906257931338107,9.652617775299573,In Progress,,,APAC,Thailand,True,True,2024-10,2024-10-07/2024-10-13,Monday,18
TKT-000750,2024-04-13 00:00:00,Email,Refund Request,Medium,Agent_014,Team_Gamma,78.40455186401206,12.805344865822399,Resolved,2024-04-13 12:48:19.241517,2.0,Americas,Brazil,False,True,2024-04,2024-04-08/2024-04-14,Saturday,0
TKT-000751,2024-04-24 03:00:00,Self-Service,Payment Issue,Medium,Agent_011,Team_Beta,40.058390176768604,7.562915735108554,Resolved,2024-04-24 10:33:46.496646,2.0,Americas,Canada,False,True,2024-04,2024-04-22/2024-04-28,Wednesday,3
TKT-000752,2024-08-13 01:00:00,Chat,Refund Request,Low,Agent_012,Team_Delta,183.69603406624745,5.766410879180157,Resolved,2024-08-13 06:45:59.079165,3.0,APAC,Japan,False,True,2024-08,2024-08-12/2024-08-18,Tuesday,1
TKT-000753,2024-03-14 09:00:00,Phone,Booking Modification,High,Agent_011,Team_Gamma,2.0151566008174826,5.291262385885045,Resolved,2024-03-14 14:17:28.544589,3.0,EMEA,UAE,True,True,2024-03,2024-03-11/2024-03-17,Thursday,9
TKT-000754,2024-02-06 12:00:00,Phone,Refund Request,Low,Agent_011,Team_Beta,122.33269582117802,24.0585726929939,Resolved,2024-02-07 12:03:30.861695,1.0,EMEA,UK,False,False,2024-02,2024-02-05/2024-02-11,Tuesday,12
TKT-000755,2024-06-07 20:00:00,Email,Booking Modification,Medium,Agent_022,Team_Gamma,138.02619688968247,23.89512693198951,Resolved,2024-06-08 19:53:42.456955,4.0,APAC,Japan,False,True,2024-06,2024-06-03/2024-06-09,Friday,20
TKT-000756,2024-03-01 20:00:00,Chat,Booking Modification,Critical,Agent_021,Team_Gamma,1.0,0.5,Resolved,2024-03-01 20:30:00.000000,5.0,Americas,Brazil,True,True,2024-03,2024-02-26/2024-03-03,Friday,20
TKT-000757,2024-03-13 05:00:00,Phone,Property Question,Medium,Agent_018,Team_Alpha,61.32350583828527,11.305562313881662,Resolved,2024-03-13 16:18:20.024330,4.0,APAC,Japan,False,True,2024-03,2024-03-11/2024-03-17,Wednesday,5
TKT-000758,2024-03-07 21:00:00,Chat,Cancellation Request,Medium,Agent_010,Team_Delta,17.40684300042993,7.244471056919241,In Progress,,,Americas,Canada,True,True,2024-03,2024-03-04/2024-03-10,Thursday,21
TKT-000759,2024-08-22 06:00:00,Email,Account Access,Medium,Agent_016,Team_Alpha,76.44767294786912,11.101581186900473,Resolved,2024-08-22 17:06:05.692273,3.0,EMEA,UAE,False,True,2024-08,2024-08-19/2024-08-25,Thursday,6
TKT-000760,2024-10-08 23:00:00,Phone,Cancellation Request,Low,Agent_008,Team_Beta,143.36626400904842,2.6789934453155477,Resolved,2024-10-09 01:40:44.376403,3.0,EMEA,UK,False,True,2024-10,2024-10-07/2024-10-13,Tuesday,23
TKT-000761,2024-10-18 02:00:00,Chat,Payment Issue,High,Agent_006,Team_Beta,39.09071692917617,11.592107496043994,Resolved,2024-10-18 13:35:31.586986,5.0,Americas,Brazil,False,True,2024-10,2024-10-14/2024-10-20,Friday,2
TKT-000762,2024-05-26 13:00:00,Phone,Cancellation Request,Low,Agent_019,Team_Alpha,149.34847041715364,5.956193569835991,Resolved,2024-05-26 18:57:22.296851,4.0,APAC,Australia,False,True,2024-05,2024-05-20/2024-05-26,Sunday,13
TKT-000763,2024-06-04 15:00:00,Chat,Cancellation Request,Medium,Agent_013,Team_Delta,23.767169077658874,0.5,Resolved,2024-06-04 15:30:00.000000,4.0,Americas,USA,True,True,2024-06,2024-06-03/2024-06-09,Tuesday,15
TKT-000764,2024-12-17 10:00:00,Phone,Payment Issue,Low,Agent_015,Team_Delta,1.3142750981213862,210.53803279794673,In Progress,,,EMEA,Germany,True,False,2024-12,2024-12-16/2024-12-22,Tuesday,10
TKT-000765,2024-04-17 22:00:00,Email,Technical Issue,High,Agent_013,Team_Delta,23.61952652110504,1.2856706444371673,Resolved,2024-04-17 23:17:08.414320,5.0,Americas,Canada,True,True,2024-04,2024-04-15/2024-04-21,Wednesday,22
TKT-000766,2024-02-14 07:00:00,Chat,Refund Request,Low,Agent_001,Team_Gamma,63.004124321643445,126.76444214401411,In Progress,,,EMEA,UAE,False,False,2024-02,2024-02-12/2024-02-18,Wednesday,7
TKT-000767,2024-06-29 04:00:00,Chat,Refund Request,Medium,Agent_021,Team_Beta,49.97636876113159,120.14621097816652,Escalated,,,APAC,Thailand,False,False,2024-06,2024-06-24/2024-06-30,Saturday,4
TKT-000768,2024-08-10 14:00:00,Self-Service,General Inquiry,Medium,Agent_002,Team_Gamma,4.99526298858247,18.331914326302645,In Progress,,,EMEA,Germany,True,True,2024-08,2024-08-05/2024-08-11,Saturday,14
TKT-000769,2024-01-01 05:00:00,Chat,Payment Issue,Medium,Agent_013,Team_Alpha,99.72538623383242,26.88470176190088,Resolved,2024-01-02 07:53:04.926343,3.0,EMEA,Germany,False,False,2024-01,2024-01-01/2024-01-07,Monday,5
TKT-000770,2024-11-08 01:00:00,Chat,Technical Issue,Low,Agent_002,Team_Delta,68.65133631487807,21.981322990469216,Resolved,2024-11-08 22:58:52.762766,1.0,Americas,Canada,False,True,2024-11,2024-11-04/2024-11-10,Friday,1
TKT-000771,2024-12-26 19:00:00,Chat,Cancellation Request,Medium,Agent_025,Team_Gamma,113.48472248847666,13.30608770721189,Resolved,2024-12-27 08:18:21.915746,4.0,Americas,Canada,False,True,2024-12,2024-12-23/2024-12-29,Thursday,19
TKT-000772,2024-12-07 11:00:00,Email,Technical Issue,Low,Agent_011,Team_Delta,147.3170607288496,31.580428861470587,Resolved,2024-12-08 18:34:49.543901,2.0,EMEA,UK,False,False,2024-12,2024-12-02/2024-12-08,Saturday,11
TKT-000773,2024-09-05 14:00:00,Email,Cancellation Request,Medium,Agent_013,Team_Gamma,5.827338678403394,3.959663388710136,In Progress,,,Americas,USA,True,True,2024-09,2024-09-02/2024-09-08,Thursday,14
TKT-000774,2024-01-05 21:00:00,Chat,General Inquiry,Low,Agent_010,Team_Beta,103.87074835266193,21.77835638628677,Resolved,2024-01-06 18:46:42.082991,4.0,APAC,Singapore,False,True,2024-01,2024-01-01/2024-01-07,Friday,21
TKT-000775,2024-04-16 07:00:00,Chat,Technical Issue,Medium,Agent_023,Team_Delta,108.32478829074714,40.64181737095349,In Progress,,,APAC,Japan,False,False,2024-04,2024-04-15/2024-04-21,Tuesday,7
TKT-000776,2024-08-19 16:00:00,Chat,General Inquiry,Low,Agent_022,Team_Gamma,193.114886722104,9.66622846130536,In Progress,,,EMEA,UK,False,True,2024-08,2024-08-19/2024-08-25,Monday,16
TKT-000777,2024-06-27 17:00:00,Chat,Refund Request,Critical,Agent_015,Team_Alpha,2.706255839294921,3.9263698135290266,In Progress,,,EMEA,France,True,True,2024-06,2024-06-24/2024-06-30,Thursday,17
TKT-000778,2024-02-05 06:00:00,Email,Account Access,Medium,Agent_001,Team_Gamma,139.61361889029374,25.30477377539286,Resolved,2024-02-06 07:18:17.185591,4.0,APAC,Singapore,False,False,2024-02,2024-02-05/2024-02-11,Monday,6
TKT-000779,2024-09-20 04:00:00,Phone,Refund Request,Low,Agent_014,Team_Alpha,37.531464865750934,4.248347086137493,Resolved,2024-09-20 08:14:54.049510,4.0,EMEA,Germany,False,True,2024-09,2024-09-16/2024-09-22,Friday,4
TKT-000780,2024-09-26 13:00:00,Chat,Cancellation Request,Medium,Agent_010,Team_Alpha,21.15791862321388,0.5444213018024017,Resolved,2024-09-26 13:32:39.916686,3.0,EMEA,UK,True,True,2024-09,2024-09-23/2024-09-29,Thursday,13
TKT-000781,2024-01-10 08:00:00,Email,Payment Issue,High,Agent_018,Team_Delta,20.777275610169486,3.912123996221129,Resolved,2024-01-10 11:54:43.646386,2.0,APAC,India,True,True,2024-01,2024-01-08/2024-01-14,Wednesday,8
TKT-000782,2024-06-24 08:00:00,Email,Cancellation Request,Low,Agent_011,Team_Beta,31.81728586449848,56.5540078423644,In Progress,,,EMEA,UK,False,False,2024-06,2024-06-24/2024-06-30,Monday,8
TKT-000783,2024-09-18 19:00:00,Self-Service,Booking Modification,Medium,Agent_007,Team_Alpha,32.59704551755844,9.626436801696551,Resolved,2024-09-19 04:37:35.172486,4.0,APAC,India,False,True,2024-09,2024-09-16/2024-09-22,Wednesday,19
TKT-000784,2024-03-26 08:00:00,Self-Service,Cancellation Request,Medium,Agent_015,Team_Alpha,58.71864888955391,26.44361570647921,Resolved,2024-03-27 10:26:37.016543,1.0,APAC,Australia,False,False,2024-03,2024-03-25/2024-03-31,Tuesday,8
TKT-000785,2024-09-16 17:00:00,Phone,Cancellation Request,Low,Agent_003,Team_Beta,123.92808092220605,52.559677165996845,Resolved,2024-09-18 21:33:34.837798,2.0,Americas,Canada,False,False,2024-09,2024-09-16/2024-09-22,Monday,17
TKT-000786,2024-03-17 04:00:00,Chat,Cancellation Request,High,Agent_002,Team_Beta,2.5328477349588963,9.856560562960965,Resolved,2024-03-17 13:51:23.618027,5.0,APAC,Singapore,True,True,2024-03,2024-03-11/2024-03-17,Sunday,4
TKT-000787,2024-03-20 21:00:00,Chat,General Inquiry,Low,Agent_022,Team_Beta,119.20015559855776,5.029878705898036,Resolved,2024-03-21 02:01:47.563341,1.0,APAC,India,False,True,2024-03,2024-03-18/2024-03-24,Wednesday,21
TKT-000788,2024-06-25 10:00:00,Chat,Account Access,Low,Agent_008,Team_Alpha,102.03522923366914,41.313016976041396,Resolved,2024-06-27 03:18:46.861114,5.0,EMEA,Germany,False,False,2024-06,2024-06-24/2024-06-30,Tuesday,10
TKT-000789,2024-10-18 04:00:00,Chat,Booking Modification,High,Agent_008,Team_Beta,12.241415759168294,0.5,Resolved,2024-10-18 04:30:00.000000,4.0,Americas,Canada,True,True,2024-10,2024-10-14/2024-10-20,Friday,4
TKT-000790,2024-03-25 10:00:00,Email,Cancellation Request,Medium,Agent_011,Team_Alpha,78.70370415935032,4.644494423435573,In Progress,,,EMEA,Germany,False,True,2024-03,2024-03-25/2024-03-31,Monday,10
TKT-000791,2024-06-05 00:00:00,Phone,Cancellation Request,High,Agent_016,Team_Alpha,3.0482026313923565,2.3627096513484065,Resolved,2024-06-05 02:21:45.754745,3.0,APAC,Australia,True,True,2024-06,2024-06-03/2024-06-09,Wednesday,0
TKT-000792,2024-01-01 09:00:00,Social Media,Cancellation Request,Medium,Agent_002,Team_Alpha,62.66601045585646,29.4938884508974,In Progress,,,Americas,Canada,False,False,2024-01,2024-01-01/2024-01-07,Monday,9
TKT-000793,2024-01-11 20:00:00,Phone,Refund Request,Medium,Agent_022,Team_Beta,64.39420015764769,131.21915223368924,In Progress,,,APAC,Thailand,False,False,2024-01,2024-01-08/2024-01-14,Thursday,20
TKT-000794,2024-09-08 14:00:00,Email,Cancellation Request,High,Agent_005,Team_Alpha,19.236878846778627,2.5160530337520424,Resolved,2024-09-08 16:30:57.790922,4.0,APAC,Singapore,True,True,2024-09,2024-09-02/2024-09-08,Sunday,14
TKT-000795,2024-04-02 11:00:00,Phone,Property Question,Low,Agent_007,Team_Delta,84.61867453148719,35.34510560376924,In Progress,,,APAC,Australia,False,False,2024-04,2024-04-01/2024-04-07,Tuesday,11
TKT-000796,2024-10-20 09:00:00,Chat,Refund Request,High,Agent_020,Team_Alpha,7.551265647051595,2.6984671565525993,Resolved,2024-10-20 11:41:54.481764,4.0,Americas,USA,True,True,2024-10,2024-10-14/2024-10-20,Sunday,9
TKT-000797,2024-03-26 20:00:00,Chat,Refund Request,Medium,Agent_013,Team_Beta,22.58970046026379,40.5157592719732,In Progress,,,EMEA,UAE,True,False,2024-03,2024-03-25/2024-03-31,Tuesday,20
TKT-000798,2024-08-08 07:00:00,Phone,Booking Modification,Low,Agent_002,Team_Beta,158.82481297509733,21.9182800182053,Resolved,2024-08-09 04:55:05.808066,5.0,Americas,Brazil,False,True,2024-08,2024-08-05/2024-08-11,Thursday,7
TKT-000799,2024-03-08 11:00:00,Chat,Technical Issue,Medium,Agent_003,Team_Alpha,31.00272339200588,15.768018059676265,Resolved,2024-03-09 02:46:04.865015,4.0,APAC,Japan,False,True,2024-03,2024-03-04/2024-03-10,Friday,11
TKT-000800,2024-12-20 16:00:00,Email,Cancellation Request,Low,Agent_009,Team_Alpha,49.57741323824731,40.26703808498834,Resolved,2024-12-22 08:16:01.337106,1.0,EMEA,UK,False,False,2024-12,2024-12-16/2024-12-22,Friday,16
TKT-000801,2024-02-25 22:00:00,Chat,Payment Issue,Medium,Agent_010,Team_Alpha,44.19371384021691,41.728836323674166,Resolved,2024-02-27 15:43:43.810765,3.0,APAC,Japan,False,False,2024-02,2024-02-19/2024-02-25,Sunday,22
TKT-000802,2024-04-28 00:00:00,Phone,Booking Modification,Medium,Agent_024,Team_Delta,81.6333373531034,1.4863287371343632,Resolved,2024-04-28 01:29:10.783454,5.0,EMEA,UAE,False,True,2024-04,2024-04-22/2024-04-28,Sunday,0
TKT-000803,2024-04-27 16:00:00,Phone,Cancellation Request,Critical,Agent_013,Team_Beta,1.0,1.6189175207170514,Resolved,2024-04-27 17:37:08.103075,2.0,Americas,Canada,True,True,2024-04,2024-04-22/2024-04-28,Saturday,16
TKT-000804,2024-03-24 02:00:00,Chat,Cancellation Request,Low,Agent_025,Team_Delta,429.65449435043104,27.079837598981022,In Progress,,,APAC,Australia,False,False,2024-03,2024-03-18/2024-03-24,Sunday,2
TKT-000805,2024-05-25 10:00:00,Phone,Payment Issue,Medium,Agent_021,Team_Beta,4.574130788858895,5.169569201252111,Resolved,2024-05-25 15:10:10.449125,4.0,APAC,Thailand,True,True,2024-05,2024-05-20/2024-05-26,Saturday,10
TKT-000806,2024-11-28 16:00:00,Chat,Technical Issue,Low,Agent_013,Team_Gamma,86.0284054996513,11.195528958609556,Resolved,2024-11-29 03:11:43.904251,5.0,EMEA,UK,False,True,2024-11,2024-11-25/2024-12-01,Thursday,16
TKT-000807,2024-03-07 20:00:00,Email,Refund Request,Medium,Agent_005,Team_Beta,36.965560588018256,77.51584965403885,Resolved,2024-03-11 01:30:57.058755,4.0,APAC,India,False,False,2024-03,2024-03-04/2024-03-10,Thursday,20
TKT-000808,2024-01-10 19:00:00,Phone,Payment Issue,Medium,Agent_023,Team_Alpha,6.693501418758529,73.943158157993,In Progress,,,APAC,Australia,True,False,2024-01,2024-01-08/2024-01-14,Wednesday,19
TKT-000809,2024-03-20 12:00:00,Phone,Booking Modification,Medium,Agent_007,Team_Beta,111.24512386834935,0.8135607984431201,Resolved,2024-03-20 12:48:48.818874,4.0,APAC,Thailand,False,True,2024-03,2024-03-18/2024-03-24,Wednesday,12
TKT-000810,2024-12-22 23:00:00,Self-Service,Refund Request,High,Agent_017,Team_Beta,9.56475271485738,10.523287524834512,Resolved,2024-12-23 09:31:23.835089,5.0,Americas,USA,True,True,2024-12,2024-12-16/2024-12-22,Sunday,23
TKT-000811,2024-05-27 02:00:00,Chat,Booking Modification,High,Agent_015,Team_Gamma,2.3168699087078135,4.847138398759279,Resolved,2024-05-27 06:50:49.698236,1.0,APAC,India,True,True,2024-05,2024-05-27/2024-06-02,Monday,2
TKT-000812,2024-08-07 00:00:00,Phone,Account Access,Low,Agent_005,Team_Gamma,149.21398562515276,134.89661455235984,Resolved,2024-08-12 14:53:47.812388,2.0,Americas,Canada,False,False,2024-08,2024-08-05/2024-08-11,Wednesday,0
TKT-000813,2024-04-19 19:00:00,Email,Property Question,Low,Agent_024,Team_Delta,130.6647487831505,114.52938144914489,Resolved,2024-04-24 13:31:45.773217,4.0,EMEA,UK,False,False,2024-04,2024-04-15/2024-04-21,Friday,19
TKT-000814,2024-12-06 02:00:00,Social Media,Payment Issue,Medium,Agent_007,Team_Delta,148.1944815672334,31.1924896805313,Resolved,2024-12-07 09:11:32.962850,1.0,APAC,Singapore,False,False,2024-12,2024-12-02/2024-12-08,Friday,2
TKT-000815,2024-04-16 16:00:00,Chat,Payment Issue,Medium,Agent_002,Team_Alpha,26.213845068969995,5.385903110378269,Resolved,2024-04-16 21:23:09.251197,4.0,APAC,Singapore,True,True,2024-04,2024-04-15/2024-04-21,Tuesday,16
TKT-000816,2024-08-13 15:00:00,Phone,Booking Modification,Low,Agent_024,Team_Delta,37.40352944072622,29.560495167345298,Resolved,2024-08-14 20:33:37.782602,4.0,Americas,Canada,False,False,2024-08,2024-08-12/2024-08-18,Tuesday,15
TKT-000817,2024-05-21 07:00:00,Email,Payment Issue,Medium,Agent_018,Team_Delta,2.7841062355550905,46.496954085546,Resolved,2024-05-23 05:29:49.034708,1.0,EMEA,UK,True,False,2024-05,2024-05-20/2024-05-26,Tuesday,7
TKT-000818,2024-09-04 23:00:00,Chat,Booking Modification,Medium,Agent_010,Team_Gamma,59.44328434383793,72.7459799183178,Resolved,2024-09-07 23:44:45.527706,4.0,APAC,Thailand,False,False,2024-09,2024-09-02/2024-09-08,Wednesday,23
TKT-000819,2024-08-15 20:00:00,Email,Property Question,Low,Agent_001,Team_Alpha,115.25347079078325,21.709849039702398,Resolved,2024-08-16 17:42:35.456543,2.0,APAC,India,False,True,2024-08,2024-08-12/2024-08-18,Thursday,20
TKT-000820,2024-11-29 15:00:00,Chat,Booking Modification,High,Agent_014,Team_Alpha,53.96411667190762,9.213542389600066,Resolved,2024-11-30 00:12:48.752603,5.0,APAC,India,False,True,2024-11,2024-11-25/2024-12-01,Friday,15
TKT-000821,2024-09-24 05:00:00,Email,Cancellation Request,Medium,Agent_019,Team_Delta,56.04155142866318,27.598296353907596,Resolved,2024-09-25 08:35:53.866874,1.0,EMEA,UK,False,False,2024-09,2024-09-23/2024-09-29,Tuesday,5
TKT-000822,2024-10-16 05:00:00,Social Media,Property Question,Low,Agent_016,Team_Alpha,324.65708604064775,3.9133272749423926,Resolved,2024-10-16 08:54:47.978190,3.0,EMEA,France,False,True,2024-10,2024-10-14/2024-10-20,Wednesday,5
TKT-000823,2024-07-19 20:00:00,Email,Payment Issue,Low,Agent_019,Team_Alpha,573.240278778491,58.78029768178007,In Progress,,,EMEA,UK,False,False,2024-07,2024-07-15/2024-07-21,Friday,20
TKT-000824,2024-04-30 18:00:00,Email,Booking Modification,High,Agent_006,Team_Gamma,8.390554807083387,1.2164351125013773,Resolved,2024-04-30 19:12:59.166405,4.0,Americas,USA,True,True,2024-04,2024-04-29/2024-05-05,Tuesday,18
TKT-000825,2024-11-10 10:00:00,Email,Booking Modification,Critical,Agent_012,Team_Delta,1.0,2.3011755820095967,In Progress,,,APAC,Thailand,True,True,2024-11,2024-11-04/2024-11-10,Sunday,10
TKT-000826,2024-01-04 05:00:00,Chat,Booking Modification,Medium,Agent_003,Team_Alpha,9.808669177123194,22.60382687484696,Resolved,2024-01-05 03:36:13.776749,5.0,APAC,Japan,True,True,2024-01,2024-01-01/2024-01-07,Thursday,5
TKT-000827,2024-11-11 17:00:00,Chat,Technical Issue,Low,Agent_007,Team_Delta,45.993114367212556,173.45765629313203,Resolved,2024-11-18 22:27:27.562655,2.0,EMEA,Germany,False,False,2024-11,2024-11-11/2024-11-17,Monday,17
TKT-000828,2024-06-25 03:00:00,Email,Payment Issue,High,Agent_024,Team_Delta,10.666483300248792,24.65345306222609,Resolved,2024-06-26 03:39:12.431024,2.0,EMEA,France,True,False,2024-06,2024-06-24/2024-06-30,Tuesday,3
TKT-000829,2024-01-26 00:00:00,Chat,Refund Request,Medium,Agent_003,Team_Alpha,5.876422155839495,0.5,Resolved,2024-01-26 00:30:00.000000,3.0,Americas,Brazil,True,True,2024-01,2024-01-22/2024-01-28,Friday,0
TKT-000830,2024-02-14 09:00:00,Chat,Cancellation Request,High,Agent_025,Team_Beta,5.386980942521598,0.5004815926067098,Resolved,2024-02-14 09:30:01.733733,2.0,EMEA,UK,True,True,2024-02,2024-02-12/2024-02-18,Wednesday,9
TKT-000831,2024-03-30 00:00:00,Email,Cancellation Request,High,Agent_017,Team_Alpha,5.518071889862609,8.795515033914533,Resolved,2024-03-30 08:47:43.854122,5.0,APAC,India,True,True,2024-03,2024-03-25/2024-03-31,Saturday,0
TKT-000832,2024-10-16 07:00:00,Chat,Cancellation Request,Low,Agent_015,Team_Beta,1.0,55.54685896188289,Resolved,2024-10-18 14:32:48.692263,3.0,APAC,Australia,True,False,2024-10,2024-10-14/2024-10-20,Wednesday,7
TKT-000833,2024-11-21 04:00:00,Chat,Technical Issue,Medium,Agent_019,Team_Gamma,19.67476573052656,38.7402508159346,Resolved,2024-11-22 18:44:24.902937,1.0,APAC,Singapore,True,False,2024-11,2024-11-18/2024-11-24,Thursday,4
TKT-000834,2024-09-30 13:00:00,Email,Payment Issue,Low,Agent_019,Team_Delta,14.816448385114143,22.345712353251685,Resolved,2024-10-01 11:20:44.564472,3.0,EMEA,UAE,True,True,2024-09,2024-09-30/2024-10-06,Monday,13
TKT-000835,2024-09-06 08:00:00,Chat,Booking Modification,Low,Agent_023,Team_Beta,67.39352338040347,90.84553302926909,Resolved,2024-09-10 02:50:43.918905,1.0,EMEA,Germany,False,False,2024-09,2024-09-02/2024-09-08,Friday,8
TKT-000836,2024-08-02 06:00:00,Social Media,Property Question,High,Agent_011,Team_Delta,3.2823572485798733,3.5048900472881277,Resolved,2024-08-02 09:30:17.604170,2.0,EMEA,Germany,True,True,2024-08,2024-07-29/2024-08-04,Friday,6
TKT-000837,2024-07-13 14:00:00,Social Media,Payment Issue,High,Agent_021,Team_Gamma,25.899205961377145,2.7331871180707012,Resolved,2024-07-13 16:43:59.473625,5.0,APAC,Japan,True,True,2024-07,2024-07-08/2024-07-14,Saturday,14
TKT-000838,2024-04-01 06:00:00,Phone,Cancellation Request,Medium,Agent_020,Team_Gamma,3.7778763449568946,0.5,Resolved,2024-04-01 06:30:00.000000,4.0,Americas,USA,True,True,2024-04,2024-04-01/2024-04-07,Monday,6
TKT-000839,2024-04-23 00:00:00,Chat,Property Question,Medium,Agent_002,Team_Beta,90.33230657425851,49.21845214189069,Resolved,2024-04-25 01:13:06.427711,3.0,APAC,Singapore,False,False,2024-04,2024-04-22/2024-04-28,Tuesday,0
TKT-000840,2024-04-01 08:00:00,Phone,Cancellation Request,Low,Agent_007,Team_Gamma,104.25062410980688,36.78996516778922,In Progress,,,APAC,Japan,False,False,2024-04,2024-04-01/2024-04-07,Monday,8
TKT-000841,2024-02-22 00:00:00,Phone,Property Question,Low,Agent_019,Team_Delta,73.64064145424258,177.8054783214265,Resolved,2024-02-29 09:48:19.721957,2.0,APAC,Australia,False,False,2024-02,2024-02-19/2024-02-25,Thursday,0
TKT-000842,2024-06-17 01:00:00,Phone,Property Question,Low,Agent_007,Team_Gamma,95.75222771791469,60.199142005941695,In Progress,,,EMEA,UK,False,False,2024-06,2024-06-17/2024-06-23,Monday,1
TKT-000843,2024-03-24 05:00:00,Chat,Technical Issue,Medium,Agent_010,Team_Gamma,21.230091558441543,2.0120430864063255,Resolved,2024-03-24 07:00:43.355111,5.0,EMEA,France,True,True,2024-03,2024-03-18/2024-03-24,Sunday,5
TKT-000844,2024-06-02 15:00:00,Email,Technical Issue,Medium,Agent_012,Team_Beta,6.143440095077534,21.292705968001222,In Progress,,,APAC,Singapore,True,True,2024-06,2024-05-27/2024-06-02,Sunday,15
TKT-000845,2024-06-16 10:00:00,Phone,Property Question,Low,Agent_023,Team_Gamma,174.230482525696,0.8290973028520092,Resolved,2024-06-16 10:49:44.750290,4.0,EMEA,Germany,False,True,2024-06,2024-06-10/2024-06-16,Sunday,10
TKT-000846,2024-03-23 02:00:00,Email,Technical Issue,Critical,Agent_018,Team_Alpha,13.149309989549867,1.6319039523036085,Resolved,2024-03-23 03:37:54.854228,3.0,APAC,Singapore,True,True,2024-03,2024-03-18/2024-03-24,Saturday,2
TKT-000847,2024-12-15 13:00:00,Email,Refund Request,Low,Agent_023,Team_Delta,359.65027816248136,31.038711490936144,In Progress,,,APAC,Thailand,False,False,2024-12,2024-12-09/2024-12-15,Sunday,13
TKT-000848,2024-08-28 05:00:00,Email,Cancellation Request,High,Agent_006,Team_Beta,16.662315475052754,6.185091056509213,Resolved,2024-08-28 11:11:06.327803,5.0,EMEA,Germany,True,True,2024-08,2024-08-26/2024-09-01,Wednesday,5
TKT-000849,2024-02-20 02:00:00,Email,Cancellation Request,Medium,Agent_020,Team_Alpha,23.769979831370655,18.71896430564125,Resolved,2024-02-20 20:43:08.271500,2.0,APAC,Australia,True,True,2024-02,2024-02-19/2024-02-25,Tuesday,2
TKT-000850,2024-12-04 23:00:00,Chat,Refund Request,Low,Agent_021,Team_Beta,78.09330142515799,21.81106951631954,Resolved,2024-12-05 20:48:39.850259,3.0,APAC,Australia,False,True,2024-12,2024-12-02/2024-12-08,Wednesday,23
TKT-000851,2024-08-19 23:00:00,Email,Property Question,High,Agent_008,Team_Alpha,16.048872420588538,1.0629339240189513,Resolved,2024-08-20 00:03:46.562126,3.0,APAC,India,True,True,2024-08,2024-08-19/2024-08-25,Monday,23
TKT-000852,2024-11-15 11:00:00,Chat,Booking Modification,Medium,Agent_005,Team_Gamma,77.94068976650937,12.449018257353572,Resolved,2024-11-15 23:26:56.465726,1.0,APAC,Australia,False,True,2024-11,2024-11-11/2024-11-17,Friday,11
TKT-000853,2024-08-27 06:00:00,Email,Refund Request,Medium,Agent_003,Team_Alpha,21.11900800668311,155.89056116373513,Resolved,2024-09-02 17:53:26.020189,1.0,Americas,USA,True,False,2024-08,2024-08-26/2024-09-01,Tuesday,6
TKT-000854,2024-08-29 04:00:00,Chat,Booking Modification,Medium,Agent_002,Team_Alpha,111.88270318160824,13.732004278025872,Resolved,2024-08-29 17:43:55.215401,3.0,Americas,Brazil,False,True,2024-08,2024-08-26/2024-09-01,Thursday,4
TKT-000855,2024-08-13 08:00:00,Email,Technical Issue,Low,Agent_022,Team_Alpha,47.03578560647084,66.30982285258472,Resolved,2024-08-16 02:18:35.362269,5.0,Americas,USA,False,False,2024-08,2024-08-12/2024-08-18,Tuesday,8
TKT-000856,2024-12-27 05:00:00,Chat,Refund Request,Medium,Agent_006,Team_Delta,34.058410592141584,2.1117931953517894,In Progress,,,APAC,Singapore,False,True,2024-12,2024-12-23/2024-12-29,Friday,5
